student_id,quiz_scores,time_spent,reading_volume,peer_comparison,past_performance_trend,performance_label
1214,83,38,345,1.4,0.63,At
1215,83,184,624,0.7,0.46,At
1216,59,63,513,0.53,0.53,Below
1217,69,158,383,0.52,1.09,At
1218,50,189,327,1.12,0.69,Below
1219,97,118,486,1.16,0.55,Above
1220,94,122,452,0.81,0.83,Above
1221,67,100,585,0.82,0.43,At
1222,64,96,429,0.84,0.53,Below
1223,78,177,470,1.18,0.79,At
1224,72,146,614,0.56,0.51,At
1225,40,123,397,1.43,0.91,Below
1226,96,192,522,0.72,0.74,Above
1227,66,128,255,1.5,0.99,At
1228,96,142,402,0.67,1.15,Above
1229,91,132,337,1.27,0.4,Above
1230,52,120,621,0.72,0.6,Below
1231,80,119,256,0.58,0.59,At
1232,42,46,761,1.37,0.44,Below
1233,78,47,270,1.36,1.03,At
1234,45,145,793,0.9,0.98,Below
1235,47,122,571,1.2,0.74,Below
1236,66,120,799,1.06,0.78,At
1237,48,111,713,1.35,0.35,Below
1238,76,97,283,0.82,0.8,At
1239,72,143,242,1.02,1.01,At
1240,90,30,332,0.99,0.82,Above
1241,81,87,594,0.85,0.54,At
1242,83,183,264,1.39,0.9,At
1243,63,138,489,0.67,0.63,Below
1244,54,177,575,0.65,0.79,Below
1245,98,145,666,1.08,0.74,Above
1246,93,116,412,1.16,0.64,Above
1247,71,39,347,0.69,0.95,At
1248,71,88,772,0.89,1.1,At
1249,63,70,670,1.45,0.3,Below
1250,80,134,348,0.75,1.14,At
1251,91,162,287,1.17,0.76,Above
1252,88,151,523,1.24,0.93,Above
1253,88,174,595,0.95,1.07,Above
1254,97,51,603,1.44,0.72,Above
1255,91,127,281,1.24,1.05,Above
1256,51,198,485,0.96,0.46,Below
1257,78,97,581,1.07,0.44,At
1258,41,168,469,1.19,0.89,Below
1259,42,85,491,1.09,1.08,Below
1260,88,178,652,1.38,1.1,Above
1261,76,128,223,0.86,0.88,At
1262,88,105,510,0.8,0.77,Above
1263,95,55,660,0.71,0.6,Above
1264,56,144,407,0.54,1.18,Below
1265,98,176,637,0.54,0.59,Above
1266,88,138,737,1.37,0.97,Above
1267,41,76,535,1.18,0.78,Below
1268,41,100,621,1.16,0.85,Below
1269,67,183,520,1.11,0.65,At
1270,93,69,696,1.35,1.17,Above
1271,62,162,786,0.98,0.81,Below
1272,76,178,362,1.37,1.14,At
1273,71,161,740,0.86,0.31,At
1274,72,52,364,1.43,0.82,At
1275,40,135,765,1.2,0.95,Below
1276,58,113,494,0.76,0.97,Below
1277,41,172,241,1.06,1.11,Below
1278,92,145,484,1.03,0.3,Above
1279,83,138,586,0.64,0.3,At
1280,65,165,337,1.09,0.73,At
1281,71,70,386,0.81,0.33,At
1282,45,141,630,0.55,1.18,Below
1283,71,176,753,1.45,0.5,At
1284,94,141,615,1.14,0.73,Above
1285,43,132,625,1.38,0.36,Below
1286,94,75,615,1.18,0.77,Above
1287,50,185,225,0.86,0.64,Below
1288,95,97,570,1.01,0.34,Above
1289,98,151,584,1.18,0.6,Above
1290,56,44,255,1.46,0.65,Below
1291,77,194,452,0.75,1.19,At
1292,63,158,305,1.37,0.49,Below
1293,44,140,329,1.42,0.79,Below
1294,91,53,575,1.17,1.19,Above
1295,73,56,507,1.43,1.01,At
1296,45,69,290,0.9,1.19,Below
1297,61,193,592,1.45,1.17,Below
1298,50,53,733,1.2,0.74,Below
1299,87,53,309,0.54,0.93,Above
1300,55,33,760,1.41,0.4,Below
1301,72,96,784,0.98,0.7,At
1302,48,63,539,0.96,1.03,Below
1303,99,145,764,1.07,0.75,Above
1304,98,52,555,0.65,0.93,Above
1305,45,138,367,0.97,0.97,Below
1306,55,98,756,1.33,0.53,Below
1307,68,124,651,0.52,1.09,At
1308,42,91,304,0.77,0.71,Below
1309,59,198,349,0.5,0.49,Below
1310,99,86,345,0.92,1.08,Above
1311,98,83,498,1.23,0.68,Above
1312,75,99,366,1.3,0.98,At
1313,58,130,247,1.45,0.79,Below
1314,65,86,438,1.11,0.64,At
1315,42,167,206,0.75,1.03,Below
1316,58,197,663,1.42,0.83,Below
1317,59,164,652,1.28,0.65,Below
1318,71,132,570,1.07,0.4,At
1319,46,195,748,1.2,1.11,Below
1320,91,114,686,1.42,0.33,Above
1321,80,90,410,1.21,1.08,At
1322,72,32,364,0.87,0.62,At
1323,79,157,324,1.21,0.88,At
1324,78,115,536,0.54,1.13,At
1325,57,76,391,0.89,0.44,Below
1326,79,105,413,0.91,0.81,At
1327,40,67,773,0.67,0.99,Below
1328,50,193,527,0.52,0.98,Below
1329,67,198,580,0.63,0.77,At
1330,96,170,777,1.15,0.86,Above
1331,64,116,438,1.3,0.98,Below
1332,89,87,731,1.49,1.06,Above
1333,62,79,281,0.85,0.99,Below
1334,70,59,562,1.1,0.62,At
1335,69,130,704,1.44,1.2,At
1336,81,54,401,0.67,0.69,At
1337,74,141,703,1.22,0.32,At
1338,46,184,236,1.25,0.63,Below
1339,99,155,788,0.59,0.42,Above
1340,55,152,601,1.36,0.41,Below
1341,65,76,375,1.31,0.55,At
1342,87,147,744,0.53,0.35,Above
1343,96,68,769,0.59,0.92,Above
1344,91,45,666,0.55,0.37,Above
1345,99,51,400,0.83,0.48,Above
1346,88,83,739,1.01,0.38,Above
1347,41,178,746,1.03,0.36,Below
1348,40,45,593,0.77,0.54,Below
1349,87,88,241,1.41,0.81,Above
1350,51,60,796,0.87,1.17,Below
1351,44,199,592,0.55,1.09,Below
1352,76,61,640,0.8,1.09,At
1353,71,191,705,1.03,0.46,At
1354,98,38,519,0.91,0.54,Above
1355,94,168,752,0.77,0.37,Above
1356,48,39,414,0.63,1.0,Below
1357,80,46,270,1.32,0.36,At
1358,74,97,767,1.5,0.8,At
1359,58,77,435,0.83,0.52,Below
1360,87,140,480,0.88,0.52,Above
1361,55,182,361,1.12,1.19,Below
1362,42,152,390,1.22,0.98,Below
1363,59,178,208,0.89,1.05,Below
1364,63,130,259,1.4,0.81,Below
1365,93,131,424,1.06,1.08,Above
1366,95,94,781,0.95,0.88,Above
1367,72,80,486,1.15,1.15,At
1368,63,65,368,1.45,0.55,Below
1369,91,110,261,1.29,0.84,Above
1370,50,156,548,0.54,0.92,Below
1371,88,117,641,0.83,0.65,Above
1372,47,133,213,0.97,1.09,Below
1373,75,44,363,0.81,1.18,At
1374,77,125,619,1.2,0.74,At
1375,79,196,719,1.33,0.65,At
1376,59,152,747,1.23,0.72,Below
1377,74,30,759,1.49,1.07,At
1378,87,180,796,0.77,0.88,Above
1379,64,151,227,1.37,0.34,Below
1380,74,196,645,1.27,0.79,At
1381,64,155,407,0.86,0.32,Below
1382,68,86,669,1.23,1.0,At
1383,57,110,303,0.6,0.6,Below
1384,85,191,625,1.29,0.72,Above
1385,57,198,300,1.03,1.02,Below
1386,41,102,740,0.79,0.34,Below
1387,93,170,721,1.16,0.44,Above
1388,74,99,305,1.14,0.66,At
1389,55,35,476,0.71,0.51,Below
1390,80,113,264,0.53,0.6,At
1391,75,81,387,0.93,1.2,At
1392,72,32,516,1.07,1.04,At
1393,43,110,337,1.38,1.1,Below
1394,72,92,542,1.43,1.14,At
1395,53,78,304,1.03,0.61,Below
1396,60,105,745,1.25,0.57,Below
1397,87,141,579,0.94,0.51,Above
1398,59,138,309,1.25,1.05,Below
1399,95,94,744,0.7,0.91,Above
1400,47,110,553,0.87,0.51,Below
1401,46,44,516,1.13,0.64,Below
1402,42,129,465,0.52,0.76,Below
1403,56,61,264,1.22,0.78,Below
1404,72,125,532,1.34,1.1,At
1405,87,157,712,0.9,0.64,Above
1406,51,175,332,0.95,1.12,Below
1407,98,142,791,1.35,0.7,Above
1408,90,112,739,1.28,0.97,Above
1409,61,72,734,0.79,1.14,Below
1410,94,145,695,0.82,1.12,Above
1411,61,192,568,1.18,0.35,Below
1412,85,107,298,1.06,0.49,Above
1413,69,87,516,0.66,0.73,At
1414,77,62,322,0.81,0.69,At
1415,77,43,519,1.4,0.88,At
1416,84,191,792,1.19,1.15,At
1417,90,161,694,1.49,0.4,Above
1418,93,88,656,1.27,0.71,Above
1419,47,186,721,1.44,0.47,Below
1420,66,112,719,0.72,1.1,At
1421,66,163,514,1.27,1.17,At
1422,73,150,741,0.52,0.73,At
1423,60,197,678,1.17,0.39,Below
1424,69,112,219,0.97,1.01,At
1425,72,56,759,0.85,0.93,At
1426,67,109,329,1.36,0.62,At
1427,86,163,492,1.35,1.1,Above
1428,72,42,331,0.52,1.18,At
1429,44,93,555,1.11,0.8,Below
1430,99,176,253,0.87,0.81,Above
1431,87,109,586,0.92,0.57,Above
1432,58,152,464,1.33,0.83,Below
1433,43,72,414,0.81,0.7,Below
1434,74,118,659,1.44,0.57,At
1435,88,177,657,0.68,0.36,Above
1436,56,124,242,1.16,0.53,Below
1437,83,180,785,1.17,0.48,At
1438,67,31,477,0.75,0.79,At
1439,69,149,329,0.82,0.84,At
1440,68,51,549,1.33,0.85,At
1441,85,144,743,1.26,0.65,Above
1442,92,86,305,0.83,0.68,Above
1443,45,101,200,1.03,1.05,Below
1444,74,36,783,0.56,0.73,At
1445,99,148,631,0.71,1.19,Above
1446,80,143,505,0.99,0.7,At
1447,76,45,726,0.59,0.88,At
1448,63,112,252,1.34,0.35,Below
1449,68,101,719,1.22,0.89,At
1450,88,153,529,1.44,1.07,Above
1451,85,142,757,1.19,1.15,Above
1452,92,41,524,1.44,1.2,Above
1453,70,155,313,1.05,0.55,At
1454,74,82,346,1.1,0.82,At
1455,99,104,365,1.48,0.71,Above
1456,72,162,578,1.14,0.81,At
1457,91,56,338,0.53,0.44,Above
1458,60,169,498,1.22,1.07,Below
1459,71,174,475,1.41,1.12,At
1460,62,163,377,1.3,0.7,Below
1461,72,126,553,1.08,0.55,At
1462,42,34,353,1.17,0.43,Below
1463,57,86,400,1.49,0.92,Below
1464,64,185,314,0.59,0.58,Below
1465,81,107,753,1.17,1.12,At
1466,70,98,267,0.78,0.9,At
1467,93,147,644,1.14,0.88,Above
1468,97,149,644,1.11,0.8,Above
1469,42,88,525,0.65,0.34,Below
1470,79,62,558,0.71,1.14,At
1471,85,91,344,1.12,0.87,Above
1472,63,79,474,0.63,1.19,Below
1473,89,141,708,0.77,0.78,Above
1474,71,48,378,1.34,0.94,At
1475,86,152,676,0.83,0.35,Above
1476,61,76,613,0.99,0.87,Below
1477,62,196,352,1.44,0.99,Below
1478,41,62,303,0.73,1.0,Below
1479,66,170,274,0.89,0.99,At
1480,81,113,327,1.11,0.5,At
1481,41,164,767,1.26,1.18,Below
1482,65,108,544,1.4,1.2,At
1483,56,43,730,1.42,0.37,Below
1484,79,176,358,1.28,1.14,At
1485,72,157,737,0.73,0.56,At
1486,48,83,625,0.52,0.92,Below
1487,82,177,222,0.88,0.6,At
1488,93,58,246,0.64,1.17,Above
1489,87,53,724,1.21,0.39,Above
1490,78,111,343,1.16,0.75,At
1491,68,92,784,0.54,0.69,At
1492,81,134,788,1.34,0.59,At
1493,94,86,618,0.75,0.88,Above
1494,65,165,284,0.93,0.42,At
1495,74,91,615,1.17,0.94,At
1496,89,186,681,0.93,1.18,Above
1497,64,46,655,0.94,1.02,Below
1498,63,95,496,0.57,1.07,Below
1499,52,35,311,0.9,0.62,Below
1500,99,87,429,1.26,0.59,Above
1501,97,98,295,1.42,0.77,Above
1502,46,185,577,0.91,0.34,Below
1503,96,91,355,0.92,1.15,Above
1504,75,198,620,1.2,0.43,At
1505,84,111,304,1.44,1.11,At
1506,59,198,529,0.77,0.38,Below
1507,40,100,638,0.94,1.04,Below
1508,47,160,331,1.3,0.44,Below
1509,85,39,581,1.11,0.33,Above
1510,55,127,337,0.61,0.95,Below
1511,53,118,469,1.13,0.55,Below
1512,51,64,749,0.69,0.94,Below
1513,90,31,595,1.01,0.8,Above
1514,62,153,756,1.03,0.4,Below
1515,54,53,663,1.38,1.14,Below
1516,67,103,649,0.96,0.71,At
1517,73,195,530,0.78,0.96,At
1518,41,51,452,0.73,0.75,Below
1519,71,183,484,1.37,0.84,At
1520,62,68,473,0.67,0.57,Below
1521,61,186,219,0.93,0.48,Below
1522,90,49,438,0.69,0.79,Above
1523,64,70,469,1.27,0.7,Below
1524,97,177,617,0.97,0.65,Above
1525,61,137,509,0.85,0.91,Below
1526,97,176,230,0.86,0.92,Above
1527,97,113,303,1.35,0.34,Above
1528,61,140,385,1.05,0.6,Below
1529,88,95,327,1.22,0.67,Above
1530,91,187,409,1.4,0.39,Above
1531,81,82,613,1.4,0.51,At
1532,45,63,480,0.83,0.35,Below
1533,54,179,452,1.45,1.2,Below
1534,93,96,218,0.52,0.96,Above
1535,82,163,335,0.88,0.38,At
1536,99,56,422,1.4,0.32,Above
1537,76,39,202,0.77,0.95,At
1538,72,102,435,0.77,0.7,At
1539,47,125,664,0.8,1.01,Below
1540,92,77,427,1.11,1.13,Above
1541,99,99,698,0.94,0.84,Above
1542,83,129,720,1.23,0.47,At
1543,83,88,338,1.39,1.0,At
1544,44,31,475,1.17,1.16,Below
1545,78,186,490,0.7,0.82,At
1546,43,94,252,1.43,0.91,Below
1547,45,112,309,0.76,0.6,Below
1548,84,183,203,0.65,0.64,At
1549,71,39,246,0.59,0.96,At
1550,91,82,293,1.06,1.13,Above
1551,69,108,759,0.61,0.87,At
1552,86,88,412,0.64,1.01,Above
1553,74,179,635,0.8,0.45,At
1554,94,77,707,0.78,0.49,Above
1555,79,178,404,1.1,0.78,At
1556,91,152,580,1.32,0.46,Above
1557,55,51,272,1.26,0.87,Below
1558,52,129,715,0.76,0.56,Below
1559,89,127,275,0.75,1.01,Above
1560,99,187,276,1.47,1.03,Above
1561,81,54,609,0.51,0.72,At
1562,69,57,305,1.38,0.46,At
1563,58,142,750,0.7,0.88,Below
1564,56,74,675,1.45,1.19,Below
1565,95,97,474,0.84,0.86,Above
1566,58,36,287,0.94,0.33,Below
1567,67,78,276,1.21,0.32,At
1568,97,166,276,1.09,0.59,Above
1569,94,193,641,0.82,0.48,Above
1570,65,112,739,1.05,1.03,At
1571,76,158,444,1.23,1.06,At
1572,65,167,777,0.54,0.53,At
1573,92,193,581,0.51,0.59,Above
1574,62,102,769,0.96,0.51,Below
1575,48,75,341,0.63,1.12,Below
1576,51,135,567,1.16,0.75,Below
1577,92,189,283,0.71,0.89,Above
1578,40,61,342,0.93,0.67,Below
1579,97,35,551,0.7,0.87,Above
1580,97,195,744,1.05,0.65,Above
1581,40,174,351,0.62,0.61,Below
1582,86,103,357,0.52,0.87,Above
1583,73,143,645,0.55,0.83,At
1584,71,56,502,1.45,0.56,At
1585,93,83,649,0.64,0.43,Above
1586,87,192,423,1.21,0.63,Above
1587,64,114,242,0.57,0.67,Below
1588,79,156,463,0.61,0.87,At
1589,84,182,202,1.01,1.12,At
1590,92,185,467,0.96,0.33,Above
1591,40,140,795,1.45,0.52,Below
1592,55,44,215,1.44,0.47,Below
1593,78,161,533,1.28,0.75,At
1594,44,122,663,1.1,0.69,Below
1595,61,152,258,0.95,0.96,Below
1596,68,102,376,0.86,0.52,At
1597,94,184,262,1.45,0.84,Above
1598,42,183,760,1.1,1.1,Below
1599,51,176,506,1.08,1.12,Below
1600,65,121,445,0.73,1.16,At
1601,55,46,488,0.55,1.0,Below
1602,90,72,531,1.45,1.12,Above
1603,76,150,726,0.81,0.51,At
1604,61,70,454,0.94,0.48,Below
1605,96,199,709,0.61,0.31,Above
1606,68,197,662,1.34,0.94,At
1607,53,68,398,0.53,1.14,Below
1608,67,142,470,1.33,0.47,At
1609,44,180,757,0.64,0.87,Below
1610,86,140,263,1.39,0.97,Above
1611,88,76,429,1.23,1.13,Above
1612,69,92,448,0.66,0.88,At
1613,85,139,445,1.07,1.17,Above
1614,91,98,786,0.81,0.61,Above
1615,44,72,356,0.68,0.61,Below
1616,51,63,763,1.36,0.79,Below
1617,55,69,287,0.9,0.65,Below
1618,65,90,512,0.9,0.3,At
1619,65,91,265,0.67,0.96,At
1620,87,87,219,0.88,0.98,Above
1621,60,190,232,1.37,0.97,Below
1622,78,104,757,0.86,0.61,At
1623,75,45,272,1.45,0.77,At
1624,72,111,542,1.45,0.62,At
1625,69,123,332,0.64,0.31,At
1626,76,77,254,0.68,0.81,At
1627,62,167,260,1.36,0.41,Below
1628,97,111,719,0.89,0.37,Above
1629,49,67,471,0.5,0.98,Below
1630,93,156,445,0.77,0.31,Above
1631,44,48,375,1.1,1.16,Below
1632,75,193,516,1.3,0.76,At
1633,73,92,330,0.63,1.18,At
1634,91,106,301,0.61,0.35,Above
1635,70,160,509,1.42,0.83,At
1636,49,131,491,1.25,0.61,Below
1637,97,94,694,1.09,1.06,Above
1638,58,149,560,1.27,0.63,Below
1639,97,120,537,0.93,0.53,Above
1640,71,37,778,1.26,1.07,At
1641,40,102,209,0.87,0.64,Below
1642,95,163,248,0.74,0.32,Above
1643,44,136,686,1.23,0.65,Below
1644,84,118,520,0.92,0.89,At
1645,43,68,768,1.48,0.53,Below
1646,55,142,332,0.85,0.69,Below
1647,63,57,782,1.42,0.35,Below
1648,55,126,282,1.43,0.83,Below
1649,94,66,256,0.74,0.98,Above
1650,41,166,575,1.3,0.67,Below
1651,88,111,548,0.93,0.68,Above
1652,67,85,470,1.42,0.38,At
1653,71,114,682,0.95,0.48,At
1654,66,31,310,1.24,0.44,At
1655,59,87,275,0.97,0.73,Below
1656,63,136,357,0.73,0.78,Below
1657,51,152,731,0.7,1.15,Below
1658,89,197,528,0.93,0.37,Above
1659,74,193,321,1.26,0.84,At
1660,99,143,240,1.11,0.77,Above
1661,72,136,366,1.19,0.76,At
1662,72,66,222,0.78,1.09,At
1663,90,108,478,0.98,0.48,Above
1664,82,121,668,0.54,0.34,At
1665,76,47,599,1.32,0.91,At
1666,51,127,208,1.49,0.61,Below
1667,42,92,212,0.91,0.32,Below
1668,40,179,251,0.51,0.53,Below
1669,72,168,408,0.67,0.58,At
1670,79,33,749,1.15,0.86,At
1671,49,164,601,1.11,0.46,Below
1672,82,90,390,1.29,0.67,At
1673,83,136,250,0.75,0.73,At
1674,68,83,592,1.26,0.71,At
1675,52,117,499,1.19,1.18,Below
1676,51,97,395,0.82,0.34,Below
1677,70,158,616,1.05,1.16,At
1678,85,84,619,0.65,0.82,Above
1679,41,32,721,0.95,1.02,Below
1680,90,195,555,1.38,0.69,Above
1681,89,150,347,0.92,0.71,Above
1682,74,158,564,1.34,1.09,At
1683,62,131,563,1.09,1.11,Below
1684,56,67,601,0.69,0.51,Below
1685,65,114,691,1.08,0.48,At
1686,47,186,428,1.01,0.75,Below
1687,68,162,774,0.9,1.11,At
1688,65,121,736,0.62,0.59,At
1689,49,50,467,0.92,0.89,Below
1690,65,138,604,0.57,0.94,At
1691,73,76,210,0.6,1.0,At
1692,90,113,519,0.92,0.81,Above
1693,80,112,325,0.81,0.66,At
1694,46,64,505,1.43,1.17,Below
1695,43,98,710,0.88,0.85,Below
1696,97,158,288,1.26,0.96,Above
1697,92,169,554,1.03,0.61,Above
1698,89,56,551,1.2,0.9,Above
1699,84,85,213,0.76,0.53,At
1700,50,52,456,1.44,0.52,Below
1701,68,182,408,1.03,0.94,At
1702,95,50,480,1.33,0.77,Above
1703,75,90,642,0.87,0.91,At
1704,64,92,588,0.6,0.54,Below
1705,60,151,682,1.17,0.84,Below
1706,96,81,346,0.51,0.7,Above
1707,75,117,478,0.98,0.84,At
1708,49,182,720,0.69,0.56,Below
